customer_id,monthly_spend,contract_length_months,support_tickets,feature_usage_score,days_since_last_login,price_sensitivity_score,competitor_engagement,churn
C008793,533.43,12,2,0.399,9,0.167,0.44,0
C008794,263.25,24,2,0.326,47,0.476,0.528,0
C008795,155.63,12,5,0.226,25,0.168,0.371,0
C008796,440.86,6,3,0.142,1,0.278,0.062,0
C008797,1363.93,36,4,0.593,13,0.275,0.188,0
C008798,1817.03,3,1,0.526,2,0.433,0.281,0
C008799,1720.16,12,7,0.937,3,0.645,0.4,0
C008800,346.29,24,4,0.244,11,0.458,0.199,0
C008801,264.29,12,1,0.699,41,0.507,0.219,1
C008802,989.61,3,6,0.58,9,0.222,0.131,0
C008803,1105.53,3,4,0.498,23,0.223,0.275,0
C008804,916.11,12,3,0.472,5,0.668,0.243,0
C008805,132.79,36,4,0.4,10,0.337,0.164,0
C008806,332.45,12,4,0.471,2,0.893,0.173,0
C008807,649.53,12,5,0.204,2,0.386,0.478,1
C008808,982.18,12,3,0.438,21,0.559,0.289,0
C008809,1228.86,6,2,0.247,0,0.126,0.185,0
C008810,746.51,3,3,0.816,25,0.716,0.291,1
C008811,866.64,6,4,0.465,39,0.196,0.086,0
C008812,711.87,12,2,0.297,5,0.312,0.195,0
C008813,1151.13,6,7,0.704,41,0.708,0.086,0
C008814,854.31,3,2,0.389,26,0.102,0.192,0
C008815,701.06,24,4,0.61,34,0.183,0.198,1
C008816,536.63,24,3,0.511,30,0.509,0.466,1
C008817,709.84,36,0,0.461,0,0.58,0.072,0
C008818,980.12,12,4,0.886,22,0.242,0.53,1
C008819,823.84,3,2,0.609,11,0.075,0.101,0
C008820,902.04,24,2,0.595,89,0.142,0.321,1
C008821,1947.26,6,1,0.639,17,0.51,0.247,1
C008822,822.32,12,2,0.342,18,0.027,0.281,0
C008823,395.76,24,3,0.483,155,0.719,0.162,1
C008824,1348.69,24,1,0.355,6,0.647,0.378,1
C008825,222.97,36,1,0.76,29,0.736,0.224,1
C008826,280.02,24,4,0.424,1,0.795,0.466,1
C008827,870.16,12,3,0.777,13,0.483,0.156,0
C008828,1005.38,6,4,0.373,19,0.384,0.211,0
C008829,245.66,36,2,0.546,4,0.118,0.163,0
C008830,489.68,6,2,0.601,12,0.465,0.31,0
C008831,409.58,36,4,0.844,12,0.343,0.192,0
C008832,450.64,12,1,0.153,6,0.157,0.371,0
C008833,1414.99,6,4,0.859,18,0.415,0.486,0
C008834,1170.52,24,3,0.185,22,0.266,0.461,0
C008835,655.04,3,3,0.575,1,0.548,0.158,0
C008836,429.76,24,1,0.362,3,0.22,0.182,0
C008837,225.94,6,3,0.243,62,0.424,0.219,1
C008838,2071.75,24,2,0.426,0,0.34,0.55,0
C008839,1068.16,12,2,0.334,2,0.188,0.362,0
C008840,377.91,12,4,0.537,33,0.516,0.123,0
C008841,1182.85,12,4,0.132,33,0.511,0.153,0
C008842,628.8,3,4,0.381,61,0.087,0.162,0
C008843,528.64,24,3,0.412,40,0.66,0.23,0
C008844,942.15,6,4,0.827,4,0.352,0.036,0
C008845,367.53,12,6,0.159,22,0.432,0.369,0
C008846,505.22,12,2,0.049,4,0.831,0.308,0
C008847,733.02,12,2,0.841,34,0.673,0.292,0
C008848,446.05,6,4,0.253,14,0.406,0.112,0
C008849,1136.0,6,4,0.876,12,0.217,0.355,1
C008850,2966.84,6,1,0.83,13,0.697,0.32,0
C008851,363.78,24,1,0.546,0,0.514,0.442,0
C008852,175.55,3,3,0.563,25,0.25,0.102,0
C008853,134.1,36,2,0.461,3,0.82,0.451,0
C008854,589.71,6,8,0.601,2,0.499,0.57,0
C008855,391.3,6,3,0.2,7,0.189,0.16,1
C008856,785.47,12,3,0.51,13,0.75,0.35,1
C008857,739.58,3,3,0.464,14,0.576,0.136,0
C008858,184.46,12,2,0.296,21,0.253,0.064,0
C008859,155.73,24,5,0.116,1,0.3,0.341,1
C008860,842.81,3,2,0.371,8,0.413,0.347,0
C008861,741.25,24,3,0.553,5,0.609,0.105,0
C008862,473.12,12,7,0.779,10,0.218,0.39,0
C008863,176.67,6,4,0.186,14,0.516,0.034,0
C008864,969.82,6,2,0.566,37,0.155,0.38,0
C008865,1840.0,36,1,0.759,39,0.136,0.421,0
C008866,830.8,6,1,0.683,15,0.145,0.28,0
C008867,337.65,24,4,0.942,30,0.557,0.175,0
C008868,689.28,12,1,0.881,10,0.491,0.69,0
C008869,222.99,3,1,0.352,88,0.225,0.25,1
C008870,1550.56,12,5,0.661,2,0.84,0.349,0
C008871,710.15,24,5,0.84,3,0.458,0.477,0
C008872,161.66,24,3,0.574,6,0.342,0.427,0
C008873,522.94,12,3,0.551,2,0.503,0.216,0
C008874,963.57,24,2,0.631,0,0.397,0.179,1
C008875,509.57,6,6,0.554,7,0.654,0.178,0
C008876,533.41,36,5,0.641,0,0.449,0.444,0
C008877,249.75,24,1,0.737,17,0.227,0.112,0
C008878,1046.53,24,3,0.173,36,0.676,0.054,0
C008879,395.92,24,4,0.335,4,0.267,0.229,0
C008880,118.49,12,3,0.937,18,0.501,0.41,0
C008881,494.23,12,3,0.645,5,0.159,0.442,0
C008882,1458.14,12,3,0.538,15,0.295,0.097,0
C008883,488.07,12,0,0.802,15,0.551,0.284,0
C008884,2671.48,12,3,0.118,1,0.58,0.248,0
C008885,937.46,6,1,0.884,53,0.635,0.114,0
C008886,872.19,12,0,0.354,3,0.801,0.207,1
C008887,600.21,6,4,0.772,17,0.055,0.182,0
C008888,629.78,6,4,0.524,12,0.346,0.426,0
C008889,538.76,12,3,0.766,32,0.547,0.461,1
C008890,522.27,24,2,0.678,9,0.218,0.457,1
C008891,1017.08,12,3,0.421,26,0.782,0.076,0
C008892,314.61,24,1,0.351,29,0.618,0.059,0
C008893,281.26,6,1,0.543,3,0.581,0.254,0
C008894,270.82,12,3,0.73,22,0.606,0.116,0
C008895,3417.02,6,3,0.453,11,0.065,0.229,1
C008896,1016.66,6,3,0.182,62,0.183,0.389,0
C008897,848.6,12,0,0.708,88,0.673,0.173,1
C008898,285.43,12,3,0.557,24,0.666,0.404,0
C008899,1095.18,6,3,0.421,16,0.632,0.419,0
C008900,605.92,12,1,0.521,7,0.502,0.458,0
C008901,789.45,24,2,0.875,6,0.466,0.177,0
C008902,304.51,6,3,0.629,13,0.423,0.501,0
C008903,756.13,3,0,0.728,15,0.335,0.165,1
C008904,473.87,12,2,0.15,15,0.203,0.257,1
C008905,360.51,3,5,0.551,33,0.37,0.253,0
C008906,1196.65,36,2,0.734,37,0.588,0.567,1
C008907,194.38,12,5,0.375,8,0.099,0.112,0
C008908,1045.05,12,1,0.399,14,0.305,0.044,0
C008909,1150.08,12,5,0.1,28,0.112,0.056,0
C008910,329.07,12,2,0.104,41,0.513,0.353,0
C008911,345.07,3,2,0.55,3,0.122,0.289,0
C008912,556.45,36,4,0.195,27,0.679,0.304,0
C008913,833.5,12,1,0.199,50,0.11,0.252,1
C008914,588.58,6,2,0.12,5,0.532,0.42,1
C008915,940.91,12,3,0.478,13,0.552,0.288,1
C008916,2725.44,6,6,0.545,0,0.233,0.294,0
C008917,443.11,3,4,0.515,34,0.327,0.163,0
C008918,168.66,12,2,0.774,36,0.447,0.059,0
C008919,1287.86,12,1,0.908,49,0.445,0.438,1
C008920,2557.16,12,3,0.443,26,0.513,0.675,0
C008921,910.7,6,2,0.73,8,0.374,0.29,0
C008922,278.61,12,4,0.192,3,0.403,0.354,0
C008923,602.38,3,3,0.75,8,0.144,0.247,0
C008924,271.83,12,4,0.673,5,0.386,0.166,0
C008925,1112.41,12,6,0.823,2,0.544,0.185,0
C008926,225.65,12,0,0.779,12,0.361,0.692,1
C008927,523.17,24,4,0.565,4,0.382,0.274,0
C008928,297.83,24,4,0.442,1,0.572,0.188,0
C008929,736.17,36,6,0.889,16,0.247,0.443,0
C008930,496.17,36,3,0.264,16,0.519,0.108,1
C008931,766.17,24,5,0.217,14,0.315,0.103,0
C008932,677.14,36,4,0.198,3,0.297,0.219,0
C008933,302.07,24,2,0.328,10,0.439,0.125,0
C008934,1098.28,24,5,0.405,24,0.61,0.058,1
C008935,639.69,3,3,0.894,25,0.381,0.637,1
C008936,301.62,3,2,0.557,18,0.775,0.135,0
C008937,3994.77,24,2,0.234,35,0.508,0.088,0
C008938,973.74,12,4,0.558,19,0.616,0.146,0
C008939,588.39,24,2,0.619,1,0.237,0.067,0
C008940,2063.51,12,4,0.324,29,0.31,0.438,1
C008941,2902.86,12,4,0.573,9,0.315,0.538,0
C008942,592.13,24,0,0.498,4,0.351,0.27,0
C008943,878.24,36,3,0.821,0,0.311,0.08,0
C008944,301.75,3,7,0.795,7,0.133,0.211,1
C008945,591.25,24,2,0.526,18,0.539,0.477,0
C008946,567.22,24,5,0.052,38,0.297,0.369,1
C008947,771.13,12,5,0.625,7,0.539,0.333,0
C008948,868.01,12,2,0.511,14,0.313,0.058,0
C008949,1040.92,3,4,0.242,3,0.288,0.158,1
C008950,804.41,3,5,0.655,11,0.475,0.434,1
C008951,252.5,12,4,0.425,6,0.479,0.433,0
C008952,313.95,3,5,0.448,3,0.643,0.087,1
C008953,429.61,6,4,0.51,13,0.408,0.436,0
C008954,530.71,24,1,0.237,60,0.043,0.187,1
C008955,1541.67,12,1,0.735,18,0.167,0.145,1
C008956,262.34,12,4,0.598,25,0.441,0.344,1
C008957,499.73,6,6,0.689,4,0.43,0.43,0
C008958,1425.68,24,4,0.189,11,0.44,0.077,0
C008959,523.27,24,1,0.17,41,0.527,0.164,0
C008960,961.34,12,1,0.475,11,0.625,0.062,0
C008961,594.88,36,2,0.531,7,0.157,0.159,0
C008962,816.83,24,2,0.712,3,0.609,0.446,0
C008963,554.03,24,0,0.287,17,0.639,0.42,0
C008964,1134.17,24,3,0.599,1,0.446,0.527,0
C008965,193.24,6,3,0.305,4,0.308,0.333,1
C008966,497.38,6,2,0.217,4,0.216,0.158,0
C008967,843.25,3,3,0.342,0,0.878,0.38,0
C008968,1019.39,3,2,0.856,1,0.707,0.229,0
C008969,2195.93,6,4,0.237,11,0.124,0.48,1
C008970,486.47,24,1,0.6,0,0.27,0.072,0
C008971,2172.39,6,4,0.597,12,0.299,0.228,0
C008972,392.6,36,1,0.715,69,0.153,0.165,0
C008973,1925.45,12,0,0.764,12,0.254,0.413,0
C008974,1279.18,6,2,0.647,33,0.568,0.057,1
C008975,320.29,12,1,0.591,0,0.585,0.052,0
C008976,850.34,6,3,0.56,27,0.678,0.444,1
C008977,638.43,36,2,0.697,12,0.407,0.031,0
C008978,1097.15,24,3,0.185,6,0.439,0.553,0
C008979,556.34,3,2,0.449,0,0.438,0.239,0
C008980,520.19,36,0,0.279,17,0.531,0.209,0
C008981,1988.78,24,1,0.412,29,0.567,0.201,0
C008982,614.63,3,4,0.239,3,0.415,0.116,0
C008983,1288.38,12,1,0.575,30,0.248,0.148,0
C008984,555.42,12,0,0.498,40,0.126,0.034,0
C008985,2523.32,6,0,0.429,28,0.493,0.44,0
C008986,386.58,24,2,0.139,33,0.258,0.158,0
C008987,406.95,3,2,0.569,21,0.364,0.088,0
C008988,2252.09,12,5,0.245,31,0.305,0.143,0
C008989,465.93,3,1,0.505,40,0.404,0.199,1
C008990,2394.33,36,3,0.553,14,0.249,0.05,0
C008991,1357.6,24,2,0.472,35,0.29,0.157,0
C008992,587.74,6,4,0.36,31,0.614,0.142,1
C008993,155.92,12,5,0.192,4,0.499,0.038,0
C008994,654.94,6,5,0.331,6,0.504,0.275,0
C008995,721.48,24,0,0.82,41,0.657,0.27,1
C008996,1692.18,3,1,0.24,10,0.158,0.153,0
C008997,2370.27,24,2,0.444,117,0.227,0.175,1
C008998,384.53,36,5,0.114,21,0.417,0.603,0
C008999,1262.62,12,3,0.521,0,0.652,0.425,0
C009000,1226.99,6,1,0.253,9,0.032,0.262,0
C009001,1569.84,12,4,0.253,31,0.551,0.022,0
C009002,991.24,12,3,0.331,9,0.295,0.521,0
C009003,140.61,12,4,0.573,9,0.683,0.379,0
C009004,587.37,12,2,0.166,8,0.483,0.411,1
C009005,263.86,12,1,0.263,7,0.39,0.246,0
C009006,565.62,12,3,0.726,4,0.26,0.243,0
C009007,1456.81,24,6,0.261,4,0.116,0.138,0
C009008,849.05,3,2,0.766,31,0.37,0.379,0
C009009,1666.49,12,5,0.416,19,0.141,0.122,0
C009010,874.28,24,1,0.451,6,0.398,0.165,0
C009011,235.41,3,4,0.099,30,0.079,0.274,1
C009012,88.53,24,3,0.321,18,0.315,0.393,0
C009013,749.23,24,2,0.794,12,0.221,0.186,0
C009014,560.52,12,5,0.197,19,0.592,0.225,1
C009015,304.43,3,2,0.818,7,0.103,0.069,0
C009016,170.63,6,2,0.655,27,0.216,0.184,1
C009017,369.52,12,4,0.614,5,0.694,0.184,1
C009018,569.3,6,5,0.108,16,0.234,0.165,0
C009019,1133.09,36,1,0.194,37,0.35,0.202,1
C009020,773.48,12,0,0.668,14,0.432,0.221,1
C009021,2407.76,6,3,0.213,14,0.312,0.125,0
C009022,290.47,36,6,0.303,20,0.529,0.238,0
C009023,1345.94,24,0,0.519,7,0.343,0.097,0
C009024,690.79,6,7,0.89,90,0.688,0.111,1
C009025,1159.49,12,2,0.362,24,0.206,0.479,0
C009026,469.09,6,3,0.312,8,0.093,0.122,0
C009027,1567.67,36,3,0.485,20,0.293,0.189,0
C009028,842.34,12,5,0.631,42,0.519,0.27,1
C009029,386.23,24,2,0.267,36,0.461,0.085,0
C009030,658.77,12,4,0.808,57,0.254,0.152,1
C009031,549.14,24,1,0.064,3,0.184,0.37,0
C009032,983.72,3,4,0.197,7,0.32,0.373,0
C009033,258.83,36,1,0.108,57,0.437,0.35,1
C009034,649.71,36,3,0.649,21,0.34,0.281,0
C009035,912.55,12,4,0.413,49,0.446,0.512,0
C009036,682.95,24,4,0.336,5,0.249,0.266,0
C009037,1953.84,24,5,0.936,27,0.891,0.585,0
C009038,1235.48,36,3,0.377,14,0.415,0.504,0
C009039,661.17,12,2,0.741,21,0.683,0.167,1
C009040,791.04,12,5,0.119,16,0.377,0.258,1
C009041,842.63,24,3,0.557,26,0.174,0.52,0
C009042,918.41,24,1,0.707,4,0.229,0.329,1
C009043,154.39,12,3,0.246,74,0.617,0.24,1
C009044,522.58,24,2,0.473,14,0.165,0.315,0
C009045,202.85,3,0,0.857,34,0.15,0.215,0
C009046,1849.42,24,2,0.233,0,0.211,0.462,0
C009047,633.54,6,5,0.424,3,0.698,0.254,0
C009048,569.82,6,7,0.355,8,0.625,0.456,0
C009049,1362.99,12,0,0.552,24,0.549,0.21,0
C009050,932.49,12,4,0.747,7,0.42,0.014,0
C009051,269.64,12,5,0.433,29,0.109,0.347,0
C009052,628.46,12,4,0.67,2,0.621,0.202,0
C009053,508.7,12,3,0.209,11,0.471,0.183,0
C009054,164.74,6,5,0.25,7,0.241,0.427,0
C009055,382.9,24,3,0.751,2,0.253,0.421,0
C009056,574.31,12,4,0.466,25,0.205,0.327,0
C009057,606.7,12,5,0.096,42,0.694,0.322,1
C009058,203.2,12,4,0.172,41,0.431,0.243,0
C009059,1671.26,36,6,0.325,6,0.678,0.16,1
C009060,612.97,24,4,0.613,68,0.541,0.232,0
C009061,685.43,3,2,0.502,32,0.331,0.21,0
C009062,916.46,24,1,0.944,5,0.284,0.031,0
C009063,354.09,36,5,0.209,41,0.717,0.225,0
C009064,958.23,12,3,0.494,4,0.352,0.131,1
C009065,495.88,36,1,0.558,3,0.231,0.35,0
C009066,324.64,12,5,0.864,42,0.05,0.096,0
C009067,1052.33,12,3,0.692,51,0.57,0.14,1
C009068,2193.69,12,8,0.241,12,0.034,0.251,0
C009069,1187.81,12,2,0.627,21,0.702,0.027,0
C009070,1391.84,6,3,0.606,7,0.497,0.166,0
C009071,438.56,6,4,0.201,28,0.261,0.096,1
C009072,185.29,3,0,0.145,36,0.296,0.053,1
C009073,2190.99,6,6,0.64,4,0.06,0.422,1
C009074,3441.33,12,6,0.282,23,0.317,0.119,0
C009075,2285.28,12,2,0.807,43,0.637,0.151,1
C009076,508.45,6,2,0.5,29,0.507,0.349,0
C009077,264.09,36,3,0.385,31,0.581,0.548,0
C009078,283.57,6,1,0.707,5,0.711,0.618,1
C009079,172.95,12,1,0.195,34,0.267,0.106,0
C009080,610.39,6,2,0.482,14,0.196,0.367,0
C009081,2403.17,6,2,0.56,0,0.816,0.231,0
C009082,593.88,3,4,0.071,22,0.359,0.324,0
C009083,847.13,12,4,0.542,29,0.304,0.665,0
C009084,1999.15,24,3,0.112,30,0.481,0.152,1
C009085,481.41,6,1,0.799,54,0.482,0.095,0
C009086,3389.46,12,4,0.566,1,0.146,0.41,0
C009087,3273.7,3,4,0.237,4,0.84,0.329,0
C009088,598.91,24,1,0.482,52,0.198,0.461,1
C009089,419.04,24,4,0.515,27,0.383,0.152,0
C009090,1161.88,3,5,0.558,10,0.265,0.327,0
C009091,503.7,12,1,0.73,2,0.601,0.331,0
C009092,263.69,36,3,0.523,36,0.589,0.205,1
C009093,1853.8,12,3,0.134,7,0.365,0.48,1
C009094,1760.16,12,4,0.62,35,0.463,0.44,1
C009095,753.26,12,3,0.388,16,0.181,0.132,0
C009096,242.19,12,1,0.518,15,0.371,0.119,0
C009097,248.73,36,3,0.681,18,0.23,0.581,1
C009098,724.72,36,3,0.461,10,0.39,0.366,0
C009099,445.9,24,2,0.782,2,0.326,0.488,1
C009100,506.3,12,3,0.879,17,0.917,0.124,1
C009101,1506.54,12,2,0.558,10,0.767,0.285,1
C009102,1195.77,12,5,0.341,12,0.444,0.244,0
C009103,2003.23,36,1,0.494,18,0.109,0.253,1
C009104,301.12,24,2,0.311,3,0.123,0.535,0
C009105,505.45,12,4,0.343,5,0.405,0.229,0
C009106,1220.71,3,3,0.284,6,0.181,0.632,0
C009107,951.9,12,2,0.137,9,0.044,0.224,0
C009108,2266.3,36,4,0.434,2,0.49,0.354,0
C009109,931.16,12,3,0.72,3,0.086,0.034,0
C009110,2917.51,6,2,0.324,5,0.367,0.421,0
C009111,1024.56,3,4,0.373,23,0.266,0.318,1
C009112,1555.78,12,5,0.86,22,0.643,0.078,0
C009113,513.47,36,2,0.331,0,0.722,0.407,0
C009114,672.79,36,1,0.387,1,0.302,0.184,0
C009115,1378.51,36,5,0.799,13,0.426,0.417,1
C009116,2417.24,24,4,0.451,11,0.206,0.228,0
C009117,1192.0,12,1,0.092,6,0.562,0.23,0
C009118,622.33,12,2,0.358,13,0.343,0.05,1
C009119,2001.93,12,5,0.563,4,0.333,0.194,0
C009120,115.17,24,3,0.773,2,0.861,0.165,0
C009121,213.2,12,4,0.464,1,0.645,0.156,0
C009122,1147.46,12,2,0.538,1,0.28,0.447,1
C009123,672.69,6,2,0.583,4,0.51,0.308,1
C009124,1079.67,6,3,0.201,31,0.222,0.043,1
C009125,700.31,24,2,0.544,32,0.536,0.196,0
C009126,1050.22,36,3,0.626,48,0.075,0.093,0
C009127,346.71,12,4,0.871,21,0.428,0.08,0
C009128,1049.84,3,3,0.312,9,0.423,0.449,0
C009129,1473.7,36,1,0.231,2,0.386,0.026,0
C009130,1765.94,24,4,0.578,4,0.284,0.287,0
C009131,3330.39,12,10,0.805,11,0.472,0.255,0
C009132,808.58,12,1,0.301,5,0.828,0.25,1
C009133,828.1,12,0,0.604,7,0.519,0.062,0
C009134,196.66,12,5,0.759,57,0.569,0.326,1
C009135,434.79,24,2,0.902,9,0.275,0.298,0
C009136,569.94,6,3,0.537,3,0.302,0.208,0
C009137,1541.11,6,3,0.399,8,0.408,0.378,0
C009138,407.97,3,5,0.478,0,0.555,0.688,1
C009139,1257.74,12,3,0.424,19,0.638,0.252,1
C009140,664.28,6,3,0.891,25,0.484,0.517,1
C009141,577.24,6,4,0.667,10,0.133,0.389,0
C009142,811.69,3,4,0.707,16,0.285,0.352,1
C009143,486.42,6,5,0.481,41,0.48,0.142,0
C009144,471.9,12,7,0.512,4,0.883,0.205,1
C009145,170.06,3,1,0.178,3,0.373,0.157,0
C009146,545.46,12,3,0.24,5,0.452,0.056,0
C009147,453.06,12,3,0.394,4,0.329,0.321,1
C009148,440.19,3,5,0.47,41,0.604,0.472,0
C009149,928.43,12,3,0.204,0,0.519,0.266,0
C009150,1126.54,36,3,0.346,1,0.508,0.437,0
C009151,800.92,36,4,0.781,56,0.408,0.193,1
C009152,1474.88,3,5,0.364,9,0.76,0.297,1
C009153,1054.11,24,2,0.686,13,0.361,0.409,0
C009154,525.29,12,3,0.081,17,0.429,0.216,0
C009155,459.31,3,2,0.232,30,0.248,0.195,1
C009156,854.28,6,5,0.829,24,0.737,0.345,1
C009157,1052.59,12,3,0.691,9,0.443,0.308,1
C009158,2035.05,12,5,0.358,32,0.562,0.4,0
C009159,1724.92,12,4,0.586,27,0.535,0.105,0
C009160,431.31,24,4,0.566,42,0.05,0.226,0
C009161,613.02,6,4,0.886,5,0.291,0.465,0
C009162,1137.76,12,1,0.399,1,0.618,0.161,0
C009163,1563.06,12,4,0.423,2,0.441,0.08,0
C009164,1409.76,12,8,0.288,15,0.424,0.418,0
C009165,632.01,36,4,0.648,6,0.268,0.355,0
C009166,243.91,24,4,0.34,0,0.067,0.191,0
C009167,299.12,36,4,0.608,36,0.592,0.27,0
C009168,827.25,12,5,0.552,39,0.241,0.352,1
C009169,874.61,12,3,0.74,9,0.572,0.672,0
C009170,276.18,12,2,0.766,2,0.092,0.181,0
C009171,689.29,12,4,0.26,5,0.463,0.157,0
C009172,1102.11,12,2,0.266,22,0.439,0.469,0
C009173,264.81,24,4,0.859,23,0.283,0.378,1
C009174,1610.01,12,2,0.61,24,0.255,0.211,0
C009175,491.75,6,4,0.174,38,0.315,0.458,1
C009176,1819.09,24,4,0.505,43,0.236,0.412,0
C009177,434.08,24,4,0.725,90,0.295,0.12,1
C009178,292.57,12,0,0.727,8,0.256,0.48,0
C009179,461.04,12,6,0.667,48,0.76,0.619,0
C009180,616.39,3,3,0.704,20,0.182,0.456,1
C009181,487.46,12,1,0.875,2,0.389,0.226,0
C009182,559.59,3,2,0.503,17,0.456,0.137,1
C009183,868.85,3,0,0.461,9,0.07,0.302,1
C009184,580.02,12,3,0.413,1,0.303,0.11,0
C009185,630.88,12,3,0.804,5,0.366,0.242,0
C009186,169.46,24,3,0.452,24,0.617,0.128,0
C009187,909.92,24,1,0.15,8,0.547,0.345,0
C009188,619.33,6,4,0.572,20,0.108,0.273,0
C009189,2412.06,24,3,0.258,47,0.617,0.565,0
C009190,313.67,12,5,0.527,17,0.165,0.349,0
C009191,156.55,6,1,0.223,61,0.339,0.35,0
C009192,1090.57,12,1,0.525,8,0.295,0.113,0
C009193,877.63,12,4,0.465,41,0.477,0.276,0
C009194,296.86,12,3,0.458,66,0.15,0.376,1
C009195,195.63,36,3,0.49,14,0.291,0.346,0
C009196,2275.41,12,3,0.616,9,0.373,0.283,0
C009197,2061.7,36,5,0.293,8,0.805,0.076,0
C009198,90.92,12,5,0.715,11,0.259,0.115,0
C009199,461.01,6,4,0.209,21,0.661,0.39,0
C009200,2518.34,12,4,0.179,11,0.343,0.214,1
C009201,454.48,6,3,0.632,28,0.133,0.098,0
C009202,449.22,12,1,0.254,23,0.881,0.333,0
C009203,530.49,12,4,0.585,7,0.185,0.249,0
C009204,271.32,12,3,0.835,32,0.735,0.29,0
C009205,170.06,3,1,0.55,28,0.285,0.119,0
C009206,1543.86,12,5,0.44,19,0.16,0.178,0
C009207,152.27,3,2,0.89,4,0.426,0.204,1
C009208,810.63,12,5,0.497,14,0.371,0.097,0
C009209,1351.9,24,3,0.532,12,0.077,0.196,0
C009210,208.31,36,5,0.601,0,0.082,0.15,0
C009211,317.53,6,3,0.379,95,0.74,0.156,1
C009212,1755.56,12,2,0.557,24,0.274,0.163,0
C009213,1018.73,12,1,0.654,9,0.536,0.204,0
C009214,405.93,36,4,0.896,17,0.683,0.336,0
C009215,1740.28,12,3,0.886,44,0.1,0.373,0
C009216,1746.25,6,1,0.268,0,0.602,0.343,0
C009217,824.88,12,5,0.691,5,0.619,0.552,0
C009218,323.72,12,4,0.194,59,0.225,0.403,0
C009219,477.82,24,3,0.579,0,0.06,0.118,0
C009220,836.4,24,3,0.813,17,0.314,0.606,0
C009221,571.99,6,2,0.853,15,0.731,0.048,1
C009222,1409.75,36,3,0.418,78,0.409,0.4,0
C009223,195.62,3,5,0.137,11,0.248,0.265,0
C009224,201.26,36,1,0.276,74,0.559,0.17,1
C009225,768.7,24,4,0.221,0,0.138,0.116,0
C009226,448.88,12,4,0.822,8,0.296,0.294,0
C009227,402.77,24,2,0.552,6,0.443,0.067,0
C009228,161.67,3,3,0.542,3,0.228,0.387,0
C009229,675.62,3,3,0.745,109,0.68,0.334,1
C009230,637.65,6,4,0.376,71,0.722,0.217,0
C009231,1121.9,3,1,0.767,3,0.614,0.53,0
C009232,702.84,12,1,0.884,14,0.197,0.259,0
C009233,598.19,6,0,0.582,2,0.397,0.412,0
C009234,1705.48,24,3,0.074,2,0.526,0.083,0
C009235,232.76,12,1,0.259,24,0.069,0.257,0
C009236,1021.59,12,5,0.801,40,0.336,0.131,0
C009237,174.7,12,7,0.46,18,0.585,0.306,1
C009238,340.12,12,5,0.748,2,0.786,0.103,0
C009239,252.11,6,5,0.044,34,0.316,0.38,0
C009240,1243.34,12,2,0.218,39,0.184,0.206,1
C009241,631.23,24,5,0.852,16,0.229,0.505,0
C009242,658.0,12,1,0.504,10,0.589,0.533,0
C009243,274.41,6,2,0.837,10,0.03,0.125,0
C009244,523.35,24,3,0.199,21,0.07,0.709,0
C009245,361.13,3,1,0.373,49,0.26,0.152,1
C009246,903.94,12,1,0.655,47,0.777,0.279,0
C009247,301.01,12,3,0.495,30,0.562,0.147,1
C009248,1927.22,24,5,0.449,8,0.538,0.053,1
C009249,174.08,36,2,0.367,10,0.255,0.277,0
C009250,348.9,24,5,0.367,25,0.232,0.497,0
C009251,2544.68,12,3,0.666,23,0.522,0.029,1
C009252,469.6,6,2,0.224,50,0.312,0.232,0
C009253,232.32,24,3,0.762,31,0.044,0.438,0
C009254,792.55,12,7,0.256,76,0.129,0.351,1
C009255,454.72,3,4,0.57,5,0.499,0.322,0
C009256,340.8,24,5,0.719,51,0.232,0.255,1
C009257,276.8,6,2,0.505,73,0.264,0.21,0
C009258,6091.8,3,3,0.509,47,0.455,0.232,1
C009259,543.9,36,2,0.207,3,0.298,0.091,0
C009260,142.53,12,5,0.342,56,0.89,0.458,1
C009261,2197.26,6,3,0.245,28,0.383,0.292,0
C009262,1084.48,24,3,0.309,8,0.442,0.195,0
C009263,360.26,24,3,0.791,12,0.244,0.102,1
C009264,315.29,3,1,0.713,1,0.525,0.124,0
C009265,1139.99,12,4,0.672,10,0.628,0.212,0
C009266,545.92,24,7,0.628,5,0.216,0.174,0
C009267,142.48,6,2,0.465,25,0.552,0.384,1
C009268,2778.85,12,3,0.76,16,0.671,0.393,0
C009269,470.04,3,1,0.913,54,0.854,0.278,0
C009270,2200.54,24,5,0.513,19,0.577,0.24,0
C009271,1849.64,24,3,0.456,30,0.674,0.166,0
C009272,298.63,6,3,0.522,33,0.387,0.089,0
C009273,1520.13,24,5,0.429,1,0.642,0.264,0
C009274,394.98,24,2,0.418,34,0.064,0.035,0
C009275,149.4,12,3,0.394,3,0.4,0.234,0
C009276,473.58,12,2,0.017,4,0.278,0.095,0
C009277,914.26,3,5,0.442,13,0.117,0.211,0
C009278,459.35,36,1,0.364,12,0.786,0.212,0
C009279,520.28,12,4,0.545,61,0.178,0.136,0
C009280,1660.46,12,2,0.662,11,0.808,0.208,1
C009281,724.29,12,1,0.763,10,0.328,0.557,1
C009282,338.78,12,0,0.22,34,0.332,0.374,1
C009283,1166.34,24,0,0.656,6,0.703,0.374,0
C009284,779.1,12,5,0.598,32,0.554,0.196,0
